1.118889111375524381e+00,-7.735240396902141047e-01,1.429619371502150571e+00
1.883239440215782601e-01,-1.065235182847960704e+00,5.362679458351653494e-01
-6.420132507596176819e-01,-1.134432301309715507e+00,-5.937163555725764041e-01
-1.981508424619443431e+00,-4.638822988230084654e-02,-6.475483604515572811e-01
-1.653706362420374720e+00,-1.268911072511140770e+00,9.695970731094747386e-01
-2.255865133734805461e+00,-3.803332978632167904e-01,2.080632449779563409e+00
-1.106249280874822993e+00,1.400850900481619643e+00,1.183058710487578935e-01
-1.796821326958715215e-01,2.535261483295401685e+00,1.360312564935022728e+00
-1.460329493521540289e+00,4.040143195314524149e+00,8.052275831873003664e-01
-2.043362633162457698e+00,3.416393072552681875e+00,2.422178699738546825e+00
-1.401022052328520395e+00,2.242429127430447977e+00,1.221928677689203102e+00
-3.286378781445398189e+00,2.463206911765689178e+00,1.759641650566732496e+00
-2.601244506144389401e+00,3.751565548350358714e+00,3.742190982313533976e+00
-2.863372643604407131e+00,3.439971643985516359e+00,4.769089354365162237e+00
-1.020946315156734840e+00,3.656461147837581915e+00,6.489863448337032992e+00
5.737899592186536113e-01,4.497133412944972264e+00,8.152052686028321560e+00
-9.276000579170051719e-01,3.704069050185544665e+00,9.522030109722914304e+00
8.286054517455871959e-01,5.621886042164259578e+00,9.294045125540545627e+00
1.939364087930949498e+00,6.664305051123740498e+00,9.136149658822546371e+00
1.450950095305129306e+00,8.310488785725615557e+00,8.680750256275302945e+00
3.329518632189147009e+00,8.205925783198143364e+00,8.073631947543329801e+00
4.335716958550818845e+00,8.557302722507259318e+00,7.068322684145611490e+00
4.858914613119981851e+00,8.959607853383387166e+00,5.869772462245812505e+00
4.135829384029364064e+00,1.047164164422386534e+01,4.213750699334941174e+00
2.831836441507602942e+00,1.238968282939299037e+01,5.374117448658394913e+00
2.730931696146995602e+00,1.435371334354407225e+01,5.328233351923831407e+00
2.925991389378027829e+00,1.639439226766833713e+01,6.230318989812564823e+00
1.455653208948925581e+00,1.528156410943881127e+01,5.239952159998866321e+00
1.183636277400236247e+00,1.601969350950797022e+01,6.342531066793453576e+00
1.302582933268496834e+00,1.588870095277538752e+01,7.779691745945564563e+00
-4.487518325459329827e-01,1.781177303629456077e+01,9.448097243471982765e+00
9.220408729617419752e-01,1.836637752104804022e+01,1.130456239164592347e+01
9.892396530749907324e-01,1.907774363911204318e+01,1.346565349638662923e+01
-1.765694830296840045e-01,1.967905688396225727e+01,1.336246359980640364e+01
1.195612167593823189e-01,2.181861764233215339e+01,1.372029177685790913e+01
-4.331120386879726003e-01,2.050502343373902647e+01,1.390237166083365672e+01
6.485458361402955951e-01,2.107104781703304397e+01,1.284800038191732696e+01
-2.114794097888541557e-01,2.306881435483745335e+01,1.317876046273719481e+01
-1.111171563252215888e+00,2.228299681968458046e+01,1.470824255118744084e+01
-2.845434703647458985e+00,2.140419316985685327e+01,1.461205728911927082e+01
-2.809008857382666591e+00,2.084981387268640773e+01,1.667049319292580023e+01
-1.191886031902891219e+00,2.301413765198607919e+01,1.897931097859130034e+01
-1.170447267275597003e+00,2.367280412453700578e+01,1.894380670290757251e+01
-8.930416458691654569e-01,2.417763915178256440e+01,1.796352462427664065e+01
4.235452940672835842e-01,2.262859172731887014e+01,1.832107425625156694e+01
-1.147134282668159422e+00,2.360367465487440342e+01,1.840127528161510639e+01
1.071181387223729686e-01,2.221376092849148876e+01,2.046853644062439059e+01
8.227354698693402080e-01,2.430887901470506307e+01,2.241483953502985216e+01
2.664020396807666557e+00,2.441964020612122610e+01,2.460173315701646501e+01
1.702045907502596211e+00,2.379092386384242985e+01,2.406856783914513898e+01
2.753816985948799978e+00,2.496254587868008201e+01,2.537779753804264260e+01
4.435137429581053503e+00,2.548844577757389374e+01,2.529073894706299797e+01
6.113122995476915733e+00,2.803061125479891302e+01,2.567444180998155190e+01
4.819720985005691460e+00,2.802613137918624986e+01,2.468023241141160540e+01
7.001243719047622882e+00,2.803405743534581163e+01,2.429008029987272010e+01
8.104783496928662956e+00,2.734282607798770925e+01,2.556755927415420970e+01
7.184971245879464341e+00,2.750157714778579177e+01,2.630147055460494343e+01
5.921969892168582383e+00,2.899188035758539428e+01,2.597559805734211125e+01
6.654593279051118415e+00,3.063506755437030193e+01,2.837925992385977025e+01
5.097642170824930652e+00,3.056196661428260697e+01,2.808636605604455028e+01
4.874177638352518827e+00,3.285268688955726191e+01,3.054916329044282008e+01
4.343572314797616407e+00,3.239837821214882041e+01,3.207715380389289095e+01
6.280558494404199443e+00,3.438998616575599243e+01,3.413535601054497448e+01
5.746758328974517660e+00,3.501322822729935069e+01,3.518591073685049508e+01
5.444545679236028946e+00,3.606492520189107864e+01,3.469662722453239212e+01
4.463325983217828252e+00,3.859520669498124334e+01,3.703951275172622104e+01
6.328173738706855289e+00,3.926567901228511204e+01,3.595135660845883763e+01
